CHROM,START,STOP,REGION,gene,RELATIVEPOS,LENGTH,ID
5,186328,186428,gene body,AT5G01450,21,100,3043
5,186394,186494,upstream,AT5G01460,18,100,3081
5,186448,186548,upstream,AT5G01450,20,100,3044
5,186494,186594,upstream,AT5G01460,19,100,3082
5,186548,186648,upstream,AT5G01450,19,100,3045
5,186594,186694,upstream,AT5G01460,20,100,3083
5,186648,186748,upstream,AT5G01450,18,100,3046
5,186694,186794,gene body,AT5G01460,21,100,3084
5,186748,186848,upstream,AT5G01450,17,100,3047
5,186794,186894,gene body,AT5G01460,22,100,3085
5,186848,186948,upstream,AT5G01450,16,100,3048
5,186894,186994,gene body,AT5G01460,22,100,3086
5,186948,187048,upstream,AT5G01450,15,100,3049
5,186994,187094,gene body,AT5G01460,23,100,3087
5,187048,187148,upstream,AT5G01450,14,100,3050
5,187094,187194,gene body,AT5G01460,23,100,3088
5,187148,187248,upstream,AT5G01450,13,100,3051
5,187194,187294,gene body,AT5G01460,24,100,3089
5,187248,187348,upstream,AT5G01450,12,100,3052
5,187294,187394,gene body,AT5G01460,24,100,3090
5,187348,187448,upstream,AT5G01450,11,100,3053
5,187394,187494,gene body,AT5G01460,25,100,3091
5,187448,187548,upstream,AT5G01450,10,100,3054
5,187494,187594,gene body,AT5G01460,25,100,3092
5,187548,187648,upstream,AT5G01450,9,100,3055
5,187594,187694,gene body,AT5G01460,26,100,3093
5,187648,187748,upstream,AT5G01450,8,100,3056
5,187694,187794,gene body,AT5G01460,26,100,3094
5,187748,187848,upstream,AT5G01450,7,100,3057
5,187794,187894,gene body,AT5G01460,27,100,3095
5,187848,187948,upstream,AT5G01450,6,100,3058
5,187894,187994,gene body,AT5G01460,27,100,3096
5,187948,188048,upstream,AT5G01450,5,100,3059
5,187994,188094,gene body,AT5G01460,28,100,3097
5,188048,188148,upstream,AT5G01450,4,100,3060
5,188094,188194,gene body,AT5G01460,28,100,3098
5,188148,188248,upstream,AT5G01450,3,100,3061
5,188194,188294,gene body,AT5G01460,29,100,3099
5,188248,188348,upstream,AT5G01450,2,100,3062
5,188294,188394,gene body,AT5G01460,29,100,3100
5,188348,188448,upstream,AT5G01450,1,100,3063
5,188394,188494,gene body,AT5G01460,30,100,3101
5,188494,188594,gene body,AT5G01460,30,100,3102
5,188594,188694,gene body,AT5G01460,31,100,3103
5,188694,188794,gene body,AT5G01460,32,100,3104
5,188794,188894,gene body,AT5G01460,32,100,3105
5,188894,188994,gene body,AT5G01460,33,100,3106
5,188928,189028,upstream,AT5G01470,1,100,3141
5,188994,189094,gene body,AT5G01460,33,100,3107
5,189028,189128,upstream,AT5G01470,2,100,3142
5,189094,189194,gene body,AT5G01460,34,100,3108
5,189128,189228,upstream,AT5G01470,3,100,3143
5,189194,189294,gene body,AT5G01460,34,100,3109
5,189228,189328,upstream,AT5G01470,4,100,3144
5,189294,189394,gene body,AT5G01460,35,100,3110
5,189328,189428,upstream,AT5G01470,5,100,3145
5,189394,189494,gene body,AT5G01460,35,100,3111
5,189428,189528,upstream,AT5G01470,6,100,3146
5,189494,189594,gene body,AT5G01460,36,100,3112
5,189528,189628,upstream,AT5G01470,7,100,3147
5,189594,189694,gene body,AT5G01460,36,100,3113
5,189628,189728,upstream,AT5G01470,8,100,3148
5,189694,189794,gene body,AT5G01460,37,100,3114
5,189728,189828,upstream,AT5G01470,9,100,3149
5,189794,189894,gene body,AT5G01460,37,100,3115
5,189828,189928,upstream,AT5G01470,10,100,3150
5,189894,189994,gene body,AT5G01460,38,100,3116
5,189928,190028,upstream,AT5G01470,11,100,3151
5,189994,190094,gene body,AT5G01460,38,100,3117
5,190028,190128,upstream,AT5G01470,12,100,3152
5,190094,190194,gene body,AT5G01460,39,100,3118
5,190128,190228,upstream,AT5G01470,13,100,3153
5,190194,190294,gene body,AT5G01460,39,100,3119
5,190228,190328,upstream,AT5G01470,14,100,3154
5,190294,190394,gene body,AT5G01460,40,100,3120
5,190328,190428,upstream,AT5G01470,15,100,3155
5,190428,190528,upstream,AT5G01470,16,100,3156
5,190457,190557,downstream,AT5G01460,41,100,3121
5,190528,190628,upstream,AT5G01470,17,100,3157
5,190557,190657,downstream,AT5G01460,42,100,3122
5,190628,190728,upstream,AT5G01470,18,100,3158
5,190657,190757,downstream,AT5G01460,43,100,3123
5,190728,190828,upstream,AT5G01470,19,100,3159
5,190757,190857,downstream,AT5G01460,44,100,3124
5,190828,190928,upstream,AT5G01470,20,100,3160
5,190857,190957,downstream,AT5G01460,45,100,3125
5,190928,191028,gene body,AT5G01470,21,100,3161
5,190957,191057,downstream,AT5G01460,46,100,3126
5,190990,191090,upstream,AT5G01480,1,100,3197
5,191028,191128,gene body,AT5G01470,22,100,3162
5,191057,191157,downstream,AT5G01460,47,100,3127
5,191090,191190,upstream,AT5G01480,2,100,3198
5,191128,191228,gene body,AT5G01470,24,100,3163
5,191157,191257,downstream,AT5G01460,48,100,3128
5,191190,191290,upstream,AT5G01480,3,100,3199
5,191228,191328,gene body,AT5G01470,25,100,3164
5,191257,191357,downstream,AT5G01460,49,100,3129
5,191290,191390,upstream,AT5G01480,4,100,3200
5,191328,191428,gene body,AT5G01470,26,100,3165
5,191357,191457,downstream,AT5G01460,50,100,3130
5,191390,191490,upstream,AT5G01480,5,100,3201
5,191428,191528,gene body,AT5G01470,27,100,3166
5,191457,191557,downstream,AT5G01460,51,100,3131
5,191490,191590,upstream,AT5G01480,6,100,3202
5,191528,191628,gene body,AT5G01470,29,100,3167
5,191557,191657,downstream,AT5G01460,52,100,3132
5,191590,191690,upstream,AT5G01480,7,100,3203
5,191628,191728,gene body,AT5G01470,30,100,3168
5,191657,191757,downstream,AT5G01460,53,100,3133
5,191690,191790,upstream,AT5G01480,8,100,3204
5,191728,191828,gene body,AT5G01470,31,100,3169
5,191757,191857,downstream,AT5G01460,54,100,3134
5,191790,191890,upstream,AT5G01480,9,100,3205
5,191828,191928,gene body,AT5G01470,32,100,3170
5,191857,191957,downstream,AT5G01460,55,100,3135
5,191890,191990,upstream,AT5G01480,10,100,3206
5,191928,192028,gene body,AT5G01470,34,100,3171
5,191957,192057,downstream,AT5G01460,56,100,3136
5,191990,192090,upstream,AT5G01480,11,100,3207
5,192028,192128,gene body,AT5G01470,35,100,3172
5,192057,192157,downstream,AT5G01460,57,100,3137
5,192090,192190,upstream,AT5G01480,12,100,3208
5,192128,192228,gene body,AT5G01470,36,100,3173
5,192157,192257,downstream,AT5G01460,58,100,3138
5,192190,192290,upstream,AT5G01480,13,100,3209
5,192228,192328,gene body,AT5G01470,37,100,3174
5,192257,192357,downstream,AT5G01460,59,100,3139
5,192290,192390,upstream,AT5G01480,14,100,3210
5,192328,192428,gene body,AT5G01470,39,100,3175
5,192357,192457,downstream,AT5G01460,60,100,3140
5,192390,192490,upstream,AT5G01480,15,100,3211
5,192428,192528,gene body,AT5G01470,40,100,3176
5,192490,192590,upstream,AT5G01480,16,100,3212
5,192590,192690,upstream,AT5G01480,17,100,3213
5,192611,192711,downstream,AT5G01470,41,100,3177
5,192690,192790,upstream,AT5G01480,18,100,3214
5,192711,192811,downstream,AT5G01470,42,100,3178
5,192790,192890,upstream,AT5G01480,19,100,3215
5,192811,192911,downstream,AT5G01470,43,100,3179
5,192890,192990,upstream,AT5G01480,20,100,3216
5,192911,193011,downstream,AT5G01470,44,100,3180
5,192990,193090,gene body,AT5G01480,21,100,3217
5,193011,193111,downstream,AT5G01470,45,100,3181
5,193090,193190,gene body,AT5G01480,23,100,3218
5,193111,193211,downstream,AT5G01470,46,100,3182
5,193190,193290,gene body,AT5G01480,24,100,3219
5,193211,193311,downstream,AT5G01470,47,100,3183
5,193290,193390,gene body,AT5G01480,26,100,3220
5,193311,193411,downstream,AT5G01470,48,100,3184
5,193390,193490,gene body,AT5G01480,28,100,3221
5,193411,193511,downstream,AT5G01470,49,100,3185
5,193490,193590,gene body,AT5G01480,30,100,3222
5,193511,193611,downstream,AT5G01470,50,100,3186
5,193541,193641,upstream,AT5G01490,1,100,3249
5,193590,193690,gene body,AT5G01480,31,100,3223
5,193611,193711,downstream,AT5G01470,51,100,3187
5,193641,193741,upstream,AT5G01490,2,100,3250
5,193690,193790,gene body,AT5G01480,33,100,3224
5,193711,193811,downstream,AT5G01470,52,100,3188
5,193741,193841,upstream,AT5G01490,3,100,3251
5,193790,193890,gene body,AT5G01480,35,100,3225
5,193811,193911,downstream,AT5G01470,53,100,3189
5,193841,193941,upstream,AT5G01490,4,100,3252
5,193890,193990,gene body,AT5G01480,37,100,3226
5,193911,194011,downstream,AT5G01470,54,100,3190
5,193941,194041,upstream,AT5G01490,5,100,3253
5,193990,194090,gene body,AT5G01480,38,100,3227
5,194011,194111,downstream,AT5G01470,55,100,3191
5,194041,194141,upstream,AT5G01490,6,100,3254
5,194090,194190,gene body,AT5G01480,40,100,3228
5,194111,194211,downstream,AT5G01470,56,100,3192
5,194141,194241,upstream,AT5G01490,7,100,3255
5,194211,194311,downstream,AT5G01470,57,100,3193
5,194231,194331,downstream,AT5G01480,41,100,3229
5,194241,194341,upstream,AT5G01490,8,100,3256
5,194311,194411,downstream,AT5G01470,58,100,3194
5,194331,194431,downstream,AT5G01480,42,100,3230
5,194341,194441,upstream,AT5G01490,9,100,3257
5,194411,194511,downstream,AT5G01470,59,100,3195
5,194431,194531,downstream,AT5G01480,43,100,3231
5,194441,194541,upstream,AT5G01490,10,100,3258
5,194511,194611,downstream,AT5G01470,60,100,3196
5,194531,194631,downstream,AT5G01480,44,100,3232
5,194541,194641,upstream,AT5G01490,11,100,3259
5,194631,194731,downstream,AT5G01480,45,100,3233
5,194641,194741,upstream,AT5G01490,12,100,3260
5,194731,194831,downstream,AT5G01480,46,100,3234
5,194741,194841,upstream,AT5G01490,13,100,3261
5,194831,194931,downstream,AT5G01480,47,100,3235
5,194841,194941,upstream,AT5G01490,14,100,3262
5,194931,195031,downstream,AT5G01480,48,100,3236
5,194941,195041,upstream,AT5G01490,15,100,3263
5,195031,195131,downstream,AT5G01480,49,100,3237
5,195041,195141,upstream,AT5G01490,16,100,3264
5,195131,195231,downstream,AT5G01480,50,100,3238
5,195141,195241,upstream,AT5G01490,17,100,3265
5,195231,195331,downstream,AT5G01480,51,100,3239
5,195241,195341,upstream,AT5G01490,18,100,3266
5,195331,195431,downstream,AT5G01480,52,100,3240
5,195341,195441,upstream,AT5G01490,19,100,3267
5,195431,195531,downstream,AT5G01480,53,100,3241
5,195441,195541,upstream,AT5G01490,20,100,3268
5,195531,195631,downstream,AT5G01480,54,100,3242
5,195541,195641,gene body,AT5G01490,21,100,3269
5,195631,195731,downstream,AT5G01480,55,100,3243
5,195641,195741,gene body,AT5G01490,22,100,3270
5,195731,195831,downstream,AT5G01480,56,100,3244
5,195741,195841,gene body,AT5G01490,22,100,3271
5,195831,195931,downstream,AT5G01480,57,100,3245
5,195841,195941,gene body,AT5G01490,23,100,3272
5,195931,196031,downstream,AT5G01480,58,100,3246
5,195941,196041,gene body,AT5G01490,24,100,3273
5,196031,196131,downstream,AT5G01480,59,100,3247
5,196041,196141,gene body,AT5G01490,24,100,3274
5,196131,196231,downstream,AT5G01480,60,100,3248
5,196141,196241,gene body,AT5G01490,25,100,3275
5,196241,196341,gene body,AT5G01490,26,100,3276
5,196341,196441,gene body,AT5G01490,26,100,3277
5,196441,196541,gene body,AT5G01490,27,100,3278
5,196541,196641,gene body,AT5G01490,28,100,3279
5,196641,196741,gene body,AT5G01490,28,100,3280
5,196741,196841,gene body,AT5G01490,29,100,3281
5,196841,196941,gene body,AT5G01490,30,100,3282
5,196941,197041,gene body,AT5G01490,30,100,3283
5,196943,197043,upstream,AT5G01500,1,100,3318
5,197041,197141,gene body,AT5G01490,31,100,3284
5,197043,197143,upstream,AT5G01500,2,100,3319
5,197141,197241,gene body,AT5G01490,32,100,3285
5,197143,197243,upstream,AT5G01500,3,100,3320
5,197241,197341,gene body,AT5G01490,33,100,3286
5,197243,197343,upstream,AT5G01500,4,100,3321
5,197341,197441,gene body,AT5G01490,33,100,3287
5,197343,197443,upstream,AT5G01500,5,100,3322
5,197441,197541,gene body,AT5G01490,34,100,3288
5,197443,197543,upstream,AT5G01500,6,100,3323
5,197541,197641,gene body,AT5G01490,35,100,3289
5,197543,197643,upstream,AT5G01500,7,100,3324
5,197641,197741,gene body,AT5G01490,35,100,3290
5,197643,197743,upstream,AT5G01500,8,100,3325
5,197741,197841,gene body,AT5G01490,36,100,3291
5,197743,197843,upstream,AT5G01500,9,100,3326
5,197841,197941,gene body,AT5G01490,37,100,3292
5,197843,197943,upstream,AT5G01500,10,100,3327
5,197941,198041,gene body,AT5G01490,37,100,3293
5,197943,198043,upstream,AT5G01500,11,100,3328
5,198041,198141,gene body,AT5G01490,38,100,3294
5,198043,198143,upstream,AT5G01500,12,100,3329
5,198141,198241,gene body,AT5G01490,39,100,3295
5,198143,198243,upstream,AT5G01500,13,100,3330
5,198241,198341,gene body,AT5G01490,39,100,3296
5,198243,198343,upstream,AT5G01500,14,100,3331
5,198341,198441,gene body,AT5G01490,40,100,3297
5,198343,198443,upstream,AT5G01500,15,100,3332
5,198443,198543,upstream,AT5G01500,16,100,3333
5,198524,198624,downstream,AT5G01490,41,100,3298
5,198543,198643,upstream,AT5G01500,17,100,3334
5,198624,198724,downstream,AT5G01490,42,100,3299
5,198643,198743,upstream,AT5G01500,18,100,3335
5,198724,198824,downstream,AT5G01490,43,100,3300
5,198743,198843,upstream,AT5G01500,19,100,3336
5,198824,198924,downstream,AT5G01490,44,100,3301
5,198843,198943,upstream,AT5G01500,20,100,3337
5,198924,199024,downstream,AT5G01490,45,100,3302
5,198943,199043,gene body,AT5G01500,21,100,3338
5,199024,199124,downstream,AT5G01490,46,100,3303
5,199043,199143,gene body,AT5G01500,22,100,3339
5,199124,199224,downstream,AT5G01490,47,100,3304
5,199143,199243,gene body,AT5G01500,23,100,3340
5,199224,199324,downstream,AT5G01490,48,100,3305
5,199243,199343,gene body,AT5G01500,23,100,3341
5,199324,199424,downstream,AT5G01490,49,100,3306
5,199343,199443,gene body,AT5G01500,24,100,3342
5,199424,199524,downstream,AT5G01490,50,100,3307
5,199443,199543,gene body,AT5G01500,25,100,3343
5,199524,199624,downstream,AT5G01490,51,100,3308
5,199543,199643,gene body,AT5G01500,26,100,3344
5,199606,199706,upstream,AT5G01510,1,100,3384
5,199624,199724,downstream,AT5G01490,52,100,3309
5,199643,199743,gene body,AT5G01500,26,100,3345
5,199706,199806,upstream,AT5G01510,2,100,3385
5,199724,199824,downstream,AT5G01490,53,100,3310
5,199743,199843,gene body,AT5G01500,27,100,3346
5,199806,199906,upstream,AT5G01510,3,100,3386
5,199824,199924,downstream,AT5G01490,54,100,3311
5,199843,199943,gene body,AT5G01500,28,100,3347
5,199906,200006,upstream,AT5G01510,4,100,3387
5,199924,200024,downstream,AT5G01490,55,100,3312
5,199943,200043,gene body,AT5G01500,29,100,3348
5,200006,200106,upstream,AT5G01510,5,100,3388
5,200024,200124,downstream,AT5G01490,56,100,3313
5,200043,200143,gene body,AT5G01500,29,100,3349
5,200106,200206,upstream,AT5G01510,6,100,3389
5,200124,200224,downstream,AT5G01490,57,100,3314
5,200143,200243,gene body,AT5G01500,30,100,3350
5,200206,200306,upstream,AT5G01510,7,100,3390
5,200224,200324,downstream,AT5G01490,58,100,3315
5,200243,200343,gene body,AT5G01500,31,100,3351
5,200306,200406,upstream,AT5G01510,8,100,3391
5,200324,200424,downstream,AT5G01490,59,100,3316
5,200343,200443,gene body,AT5G01500,32,100,3352
5,200406,200506,upstream,AT5G01510,9,100,3392
5,200424,200524,downstream,AT5G01490,60,100,3317
5,200443,200543,gene body,AT5G01500,32,100,3353
5,200506,200606,upstream,AT5G01510,10,100,3393
5,200543,200643,gene body,AT5G01500,33,100,3354
5,200606,200706,upstream,AT5G01510,11,100,3394
5,200643,200743,gene body,AT5G01500,34,100,3355
5,200706,200806,upstream,AT5G01510,12,100,3395
5,200743,200843,gene body,AT5G01500,35,100,3356
5,200806,200906,upstream,AT5G01510,13,100,3396
5,200843,200943,gene body,AT5G01500,35,100,3357
5,200906,201006,upstream,AT5G01510,14,100,3397
5,200943,201043,gene body,AT5G01500,36,100,3358
5,201006,201106,upstream,AT5G01510,15,100,3398
5,201043,201143,gene body,AT5G01500,37,100,3359
5,201106,201206,upstream,AT5G01510,16,100,3399
5,201143,201243,gene body,AT5G01500,38,100,3360
5,201206,201306,upstream,AT5G01510,17,100,3400
5,201243,201343,gene body,AT5G01500,38,100,3361
5,201306,201406,upstream,AT5G01510,18,100,3401
5,201343,201443,gene body,AT5G01500,39,100,3362
5,201406,201506,upstream,AT5G01510,19,100,3402
5,201443,201543,gene body,AT5G01500,40,100,3363
5,201506,201606,upstream,AT5G01510,20,100,3403
5,201552,201652,downstream,AT5G01500,41,100,3364
5,201606,201706,gene body,AT5G01510,21,100,3404
5,201652,201752,downstream,AT5G01500,42,100,3365
5,201706,201806,gene body,AT5G01510,22,100,3405
5,201752,201852,downstream,AT5G01500,43,100,3366
5,201806,201906,gene body,AT5G01510,22,100,3406
5,201852,201952,downstream,AT5G01500,44,100,3367
5,201906,202006,gene body,AT5G01510,23,100,3407
5,201952,202052,downstream,AT5G01500,45,100,3368
5,202006,202106,gene body,AT5G01510,23,100,3408
5,202052,202152,downstream,AT5G01500,46,100,3369
5,202106,202206,gene body,AT5G01510,24,100,3409
5,202152,202252,downstream,AT5G01500,47,100,3370
5,202206,202306,gene body,AT5G01510,24,100,3410
5,202252,202352,downstream,AT5G01500,48,100,3371
5,202306,202406,gene body,AT5G01510,25,100,3411
5,202352,202452,downstream,AT5G01500,49,100,3372
5,202406,202506,gene body,AT5G01510,25,100,3412
5,202452,202552,downstream,AT5G01500,50,100,3373
5,202506,202606,gene body,AT5G01510,26,100,3413
5,202552,202652,downstream,AT5G01500,51,100,3374
5,202606,202706,gene body,AT5G01510,26,100,3414
5,202652,202752,downstream,AT5G01500,52,100,3375
5,202706,202806,gene body,AT5G01510,27,100,3415
5,202752,202852,downstream,AT5G01500,53,100,3376
5,202806,202906,gene body,AT5G01510,27,100,3416
5,202852,202952,downstream,AT5G01500,54,100,3377
5,202906,203006,gene body,AT5G01510,28,100,3417
5,202952,203052,downstream,AT5G01500,55,100,3378
5,203006,203106,gene body,AT5G01510,28,100,3418
5,203052,203152,downstream,AT5G01500,56,100,3379
5,203106,203206,gene body,AT5G01510,29,100,3419
5,203152,203252,downstream,AT5G01500,57,100,3380
5,203206,203306,gene body,AT5G01510,29,100,3420
5,203252,203352,downstream,AT5G01500,58,100,3381
5,203306,203406,gene body,AT5G01510,30,100,3421
5,203352,203452,downstream,AT5G01500,59,100,3382
5,203406,203506,gene body,AT5G01510,30,100,3422
5,203452,203552,downstream,AT5G01500,60,100,3383
5,203506,203606,gene body,AT5G01510,31,100,3423
5,203606,203706,gene body,AT5G01510,32,100,3424
5,203706,203806,gene body,AT5G01510,32,100,3425
5,203806,203906,gene body,AT5G01510,33,100,3426
5,203906,204006,gene body,AT5G01510,33,100,3427
5,204006,204106,gene body,AT5G01510,34,100,3428
5,204106,204206,gene body,AT5G01510,34,100,3429
5,204206,204306,gene body,AT5G01510,35,100,3430
5,204306,204406,gene body,AT5G01510,35,100,3431
5,204406,204506,gene body,AT5G01510,36,100,3432
5,204432,204532,upstream,AT5G01520,1,100,3461
5,204506,204606,gene body,AT5G01510,36,100,3433
5,204532,204632,upstream,AT5G01520,2,100,3462
5,204606,204706,gene body,AT5G01510,37,100,3434
5,204632,204732,upstream,AT5G01520,3,100,3463
5,204706,204806,gene body,AT5G01510,37,100,3435
5,204732,204832,upstream,AT5G01520,4,100,3464
5,204806,204906,gene body,AT5G01510,38,100,3436
5,204832,204932,upstream,AT5G01520,5,100,3465
5,204906,205006,gene body,AT5G01510,38,100,3437
5,204932,205032,upstream,AT5G01520,6,100,3466
5,205006,205106,gene body,AT5G01510,39,100,3438
5,205032,205132,upstream,AT5G01520,7,100,3467
5,205106,205206,gene body,AT5G01510,39,100,3439
5,205132,205232,upstream,AT5G01520,8,100,3468
5,205206,205306,gene body,AT5G01510,40,100,3440
5,205232,205332,upstream,AT5G01520,9,100,3469
5,205332,205432,upstream,AT5G01520,10,100,3470
5,205386,205486,downstream,AT5G01510,41,100,3441
5,205432,205532,upstream,AT5G01520,11,100,3471
5,205486,205586,downstream,AT5G01510,42,100,3442
5,205532,205632,upstream,AT5G01520,12,100,3472
5,205586,205686,downstream,AT5G01510,43,100,3443
5,205632,205732,upstream,AT5G01520,13,100,3473
5,205686,205786,downstream,AT5G01510,44,100,3444
5,205732,205832,upstream,AT5G01520,14,100,3474
5,205786,205886,downstream,AT5G01510,45,100,3445
5,205832,205932,upstream,AT5G01520,15,100,3475
5,205886,205986,downstream,AT5G01510,46,100,3446
5,205932,206032,upstream,AT5G01520,16,100,3476
5,205986,206086,downstream,AT5G01510,47,100,3447
5,206032,206132,upstream,AT5G01520,17,100,3477
5,206086,206186,downstream,AT5G01510,48,100,3448
5,206132,206232,upstream,AT5G01520,18,100,3478
5,206186,206286,downstream,AT5G01510,49,100,3449
5,206232,206332,upstream,AT5G01520,19,100,3479
5,206286,206386,downstream,AT5G01510,50,100,3450
5,206332,206432,upstream,AT5G01520,20,100,3480
5,206386,206486,downstream,AT5G01510,51,100,3451
5,206432,206532,gene body,AT5G01520,21,100,3481
5,206486,206586,downstream,AT5G01510,52,100,3452
5,206532,206632,gene body,AT5G01520,22,100,3482
5,206586,206686,downstream,AT5G01510,53,100,3453
5,206632,206732,gene body,AT5G01520,23,100,3483
5,206686,206786,downstream,AT5G01510,54,100,3454
5,206732,206832,gene body,AT5G01520,24,100,3484
5,206786,206886,downstream,AT5G01510,55,100,3455
5,206832,206932,gene body,AT5G01520,25,100,3485
5,206886,206986,downstream,AT5G01510,56,100,3456
5,206932,207032,gene body,AT5G01520,26,100,3486
5,206937,207037,upstream,AT5G01530,1,100,3522
5,206986,207086,downstream,AT5G01510,57,100,3457
5,207032,207132,gene body,AT5G01520,27,100,3487
5,207037,207137,upstream,AT5G01530,2,100,3523
5,207086,207186,downstream,AT5G01510,58,100,3458
5,207132,207232,gene body,AT5G01520,28,100,3488
5,207137,207237,upstream,AT5G01530,3,100,3524
5,207186,207286,downstream,AT5G01510,59,100,3459
5,207232,207332,gene body,AT5G01520,29,100,3489
5,207237,207337,upstream,AT5G01530,4,100,3525
5,207286,207386,downstream,AT5G01510,60,100,3460
5,207332,207432,gene body,AT5G01520,30,100,3490
5,207337,207437,upstream,AT5G01530,5,100,3526
5,207432,207532,gene body,AT5G01520,30,100,3491
5,207437,207537,upstream,AT5G01530,6,100,3527
5,207532,207632,gene body,AT5G01520,31,100,3492
5,207537,207637,upstream,AT5G01530,7,100,3528
5,207632,207732,gene body,AT5G01520,32,100,3493
5,207637,207737,upstream,AT5G01530,8,100,3529
5,207732,207832,gene body,AT5G01520,33,100,3494
5,207737,207837,upstream,AT5G01530,9,100,3530
5,207832,207932,gene body,AT5G01520,34,100,3495
5,207837,207937,upstream,AT5G01530,10,100,3531
5,207932,208032,gene body,AT5G01520,35,100,3496
5,207937,208037,upstream,AT5G01530,11,100,3532
5,208032,208132,gene body,AT5G01520,36,100,3497
5,208037,208137,upstream,AT5G01530,12,100,3533
5,208132,208232,gene body,AT5G01520,37,100,3498
5,208137,208237,upstream,AT5G01530,13,100,3534
5,208232,208332,gene body,AT5G01520,38,100,3499
5,208237,208337,upstream,AT5G01530,14,100,3535
5,208332,208432,gene body,AT5G01520,39,100,3500
5,208337,208437,upstream,AT5G01530,15,100,3536
5,208432,208532,gene body,AT5G01520,40,100,3501
5,208437,208537,upstream,AT5G01530,16,100,3537
5,208537,208637,upstream,AT5G01530,17,100,3538
5,208611,208711,downstream,AT5G01520,41,100,3502
5,208637,208737,upstream,AT5G01530,18,100,3539
5,208711,208811,downstream,AT5G01520,42,100,3503
5,208737,208837,upstream,AT5G01530,19,100,3540
5,208811,208911,downstream,AT5G01520,43,100,3504
5,208837,208937,upstream,AT5G01530,20,100,3541
5,208911,209011,downstream,AT5G01520,44,100,3505
5,208937,209037,gene body,AT5G01530,21,100,3542
5,208979,209079,downstream,AT5G01540,60,100,3577
5,209011,209111,downstream,AT5G01520,45,100,3506
5,209037,209137,gene body,AT5G01530,22,100,3543
5,209079,209179,downstream,AT5G01540,59,100,3578
5,209111,209211,downstream,AT5G01520,46,100,3507
5,209137,209237,gene body,AT5G01530,24,100,3544
5,209179,209279,downstream,AT5G01540,58,100,3579
5,209211,209311,downstream,AT5G01520,47,100,3508
5,209237,209337,gene body,AT5G01530,25,100,3545
5,209279,209379,downstream,AT5G01540,57,100,3580
5,209311,209411,downstream,AT5G01520,48,100,3509
5,209337,209437,gene body,AT5G01530,26,100,3546
5,209379,209479,downstream,AT5G01540,56,100,3581
5,209411,209511,downstream,AT5G01520,49,100,3510
5,209437,209537,gene body,AT5G01530,28,100,3547
5,209479,209579,downstream,AT5G01540,55,100,3582
5,209511,209611,downstream,AT5G01520,50,100,3511
5,209537,209637,gene body,AT5G01530,29,100,3548
5,209579,209679,downstream,AT5G01540,54,100,3583
5,209611,209711,downstream,AT5G01520,51,100,3512
5,209637,209737,gene body,AT5G01530,30,100,3549
5,209679,209779,downstream,AT5G01540,53,100,3584
5,209711,209811,downstream,AT5G01520,52,100,3513
5,209737,209837,gene body,AT5G01530,32,100,3550
5,209779,209879,downstream,AT5G01540,52,100,3585
5,209811,209911,downstream,AT5G01520,53,100,3514
5,209837,209937,gene body,AT5G01530,33,100,3551
5,209879,209979,downstream,AT5G01540,51,100,3586
5,209911,210011,downstream,AT5G01520,54,100,3515
5,209937,210037,gene body,AT5G01530,35,100,3552
5,209979,210079,downstream,AT5G01540,50,100,3587
5,210011,210111,downstream,AT5G01520,55,100,3516
5,210037,210137,gene body,AT5G01530,36,100,3553
5,210079,210179,downstream,AT5G01540,49,100,3588
5,210111,210211,downstream,AT5G01520,56,100,3517
5,210137,210237,gene body,AT5G01530,37,100,3554
5,210179,210279,downstream,AT5G01540,48,100,3589
5,210211,210311,downstream,AT5G01520,57,100,3518
5,210237,210337,gene body,AT5G01530,39,100,3555
5,210279,210379,downstream,AT5G01540,47,100,3590
5,210311,210411,downstream,AT5G01520,58,100,3519
5,210337,210437,gene body,AT5G01530,40,100,3556
5,210379,210479,downstream,AT5G01540,46,100,3591
5,210411,210511,downstream,AT5G01520,59,100,3520
5,210445,210545,downstream,AT5G01530,41,100,3557
5,210479,210579,downstream,AT5G01540,45,100,3592
5,210511,210611,downstream,AT5G01520,60,100,3521
5,210545,210645,downstream,AT5G01530,42,100,3558
5,210579,210679,downstream,AT5G01540,44,100,3593
5,210645,210745,downstream,AT5G01530,43,100,3559
5,210679,210779,downstream,AT5G01540,43,100,3594
5,210745,210845,downstream,AT5G01530,44,100,3560
5,210779,210879,downstream,AT5G01540,42,100,3595
5,210845,210945,downstream,AT5G01530,45,100,3561
5,210879,210979,downstream,AT5G01540,41,100,3596
5,210945,211045,downstream,AT5G01530,46,100,3562
5,210979,211079,gene body,AT5G01540,40,100,3597
5,211045,211145,downstream,AT5G01530,47,100,3563
5,211079,211179,gene body,AT5G01540,39,100,3598
5,211145,211245,downstream,AT5G01530,48,100,3564
5,211179,211279,gene body,AT5G01540,38,100,3599
5,211245,211345,downstream,AT5G01530,49,100,3565
5,211279,211379,gene body,AT5G01540,38,100,3600
5,211345,211445,downstream,AT5G01530,50,100,3566
5,211379,211479,gene body,AT5G01540,37,100,3601
5,211445,211545,downstream,AT5G01530,51,100,3567
5,211479,211579,gene body,AT5G01540,36,100,3602
5,211545,211645,downstream,AT5G01530,52,100,3568
5,211579,211679,gene body,AT5G01540,35,100,3603
5,211645,211745,downstream,AT5G01530,53,100,3569
